SalePrice,Id
121869.6015625,1461
179345.78125,1462
171205.421875,1463
188911.109375,1464
176248.859375,1465
168756.8125,1466
182347.25,1467
158382.390625,1468
190382.84375,1469
112032.5703125,1470
198167.875,1471
105683.921875,1472
100820.9375,1473
147045.734375,1474
114239.046875,1475
303518.4375,1476
225289.0625,1477
264709.15625,1478
253853.75,1479
417328.53125,1480
295050.5,1481
195868.671875,1482
162587.421875,1483
159618.78125,1484
172532.875,1485
192542.328125,1486
284960.8125,1487
235059.453125,1488
175397.484375,1489
228877.890625,1490
188439.234375,1491
89407.203125,1492
193034.859375,1493
268821.09375,1494
275062.0,1495
215724.84375,1496
168982.28125,1497
148953.0,1498
153463.71875,1499
146650.90625,1500
167636.578125,1501
137733.40625,1502
296077.125,1503
238756.890625,1504
221272.15625,1505
183744.453125,1506
249748.03125,1507
186133.984375,1508
144474.203125,1509
134443.21875,1510
139697.28125,1511
170403.0,1512
144556.171875,1513
150248.484375,1514
207887.890625,1515
149045.640625,1516
170862.859375,1517
119291.0,1518
229694.59375,1519
123205.5078125,1520
122506.5703125,1521
172493.875,1522
97041.359375,1523
121205.4140625,1524
111245.0703125,1525
106325.609375,1526
86952.7734375,1527
146011.578125,1528
126977.34375,1529
209873.859375,1530
112663.453125,1531
109963.1484375,1532
150746.640625,1533
120832.703125,1534
162583.9375,1535
97495.875,1536
46848.84375,1537
170323.15625,1538
184951.359375,1539
94083.6640625,1540
140052.265625,1541
139727.71875,1542
191556.328125,1543
93831.1796875,1544
131751.140625,1545
120478.203125,1546
125546.90625,1547
131970.875,1548
116324.2265625,1549
122944.328125,1550
121759.0625,1551
118432.03125,1552
146994.515625,1553
116300.21875,1554
155966.28125,1555
66259.3984375,1556
97834.109375,1557
100522.8515625,1558
44316.140625,1559
125892.296875,1560
106494.0,1561
119262.671875,1562
111251.1484375,1563
158171.390625,1564
133114.1875,1565
240796.875,1566
72111.9453125,1567
215117.390625,1568
105062.015625,1569
130954.890625,1570
102828.1328125,1571
141296.0625,1572
251531.765625,1573
110183.328125,1574
248424.140625,1575
228163.515625,1576
177662.9375,1577
132152.859375,1578
134906.0,1579
190190.21875,1580
137694.796875,1581
121201.0,1582
310018.0625,1583
215465.75,1584
139092.203125,1585
51647.31640625,1586
101166.2578125,1587
141003.15625,1588
103566.5,1589
133240.375,1590
71141.21875,1591
114163.34375,1592
118784.609375,1593
112125.4453125,1594
100131.6171875,1595
216278.890625,1596
150820.53125,1597
182534.125,1598
179195.0625,1599
168201.53125,1600
71813.546875,1601
112529.4453125,1602
77549.1328125,1603
246662.796875,1604
246933.15625,1605
161807.296875,1606
160533.28125,1607
205929.6875,1608
174270.015625,1609
137774.15625,1610
138535.140625,1611
158938.609375,1612
160929.21875,1613
120924.1875,1614
83421.59375,1615
58554.96875,1616
91913.953125,1617
113957.1015625,1618
137520.34375,1619
151187.828125,1620
132100.78125,1621
120377.3203125,1622
257827.34375,1623
214900.40625,1624
115324.4453125,1625
175452.59375,1626
189614.234375,1627
270100.03125,1628
172692.734375,1629
337401.8125,1630
199744.953125,1631
221459.171875,1632
161718.578125,1633
186235.6875,1634
172274.75,1635
147561.328125,1636
191251.125,1637
196381.078125,1638
186813.453125,1639
250577.09375,1640
184499.703125,1641
218893.875,1642
216706.046875,1643
219898.15625,1644
215192.359375,1645
160361.890625,1646
159437.3125,1647
118617.4765625,1648
127789.53125,1649
116715.0859375,1650
112703.1171875,1651
111033.46875,1652
115316.984375,1653
146490.5,1654
136819.234375,1655
140165.03125,1656
143290.234375,1657
140654.765625,1658
123281.1328125,1659
144126.578125,1660
384369.40625,1661
347654.09375,1662
335437.40625,1663
442562.25,1664
274046.25,1665
307204.0625,1666
328338.90625,1667
302543.5,1668
279991.25,1669
308620.71875,1670
268496.59375,1671
396227.28125,1672
264520.34375,1673
239988.953125,1674
184757.109375,1675
190314.265625,1676
209466.484375,1677
423106.15625,1678
336344.21875,1679
288019.09375,1680
224677.921875,1681
291945.125,1682
180518.15625,1683
179469.1875,1684
165163.5,1685
164507.015625,1686
159286.90625,1687
191176.109375,1688
192041.609375,1689
195140.125,1690
182467.125,1691
246056.828125,1692
158000.1875,1693
179699.171875,1694
158216.140625,1695
267840.28125,1696
162742.875,1697
335655.8125,1698
289679.09375,1699
251404.140625,1700
268348.03125,1701
240194.71875,1702
241505.3125,1703
279652.5625,1704
220948.484375,1705
407828.6875,1706
186410.0625,1707
193561.78125,1708
257482.046875,1709
216520.03125,1710
254312.046875,1711
246399.359375,1712
266220.59375,1713
219241.0625,1714
193187.21875,1715
177427.796875,1716
170463.015625,1717
131562.46875,1718
197257.78125,1719
233701.6875,1720
168592.65625,1721
117450.5234375,1722
156756.984375,1723
206053.640625,1724
226629.796875,1725
173043.234375,1726
147531.1875,1727
176113.46875,1728
156182.53125,1729
150367.5,1730
114346.34375,1731
119277.734375,1732
110552.171875,1733
109623.9296875,1734
127460.3203125,1735
112019.8515625,1736
332187.15625,1737
226901.09375,1738
278041.21875,1739
198711.546875,1740
187374.28125,1741
162193.984375,1742
169439.046875,1743
305287.59375,1744
204948.953125,1745
195795.25,1746
208222.796875,1747
221279.796875,1748
144847.375,1749
143493.046875,1750
244643.0,1751
114941.3671875,1752
138085.578125,1753
207646.5,1754
152846.21875,1755
142158.28125,1756
111965.453125,1757
135545.171875,1758
158470.796875,1759
160896.015625,1760
157385.65625,1761
161839.65625,1762
158167.015625,1763
107015.0546875,1764
194837.953125,1765
187647.234375,1766
254301.90625,1767
137559.5,1768
166137.296875,1769
147975.828125,1770
112737.3046875,1771
122549.4140625,1772
115798.4375,1773
131704.328125,1774
135268.6875,1775
113907.9453125,1776
108967.4375,1777
138113.328125,1778
99586.21875,1779
183675.25,1780
116810.6796875,1781
74067.859375,1782
129781.9765625,1783
83645.0859375,1784
104578.296875,1785
120250.03125,1786
153853.9375,1787
46746.33984375,1788
103554.84375,1789
33678.97265625,1790
179043.671875,1791
152178.296875,1792
140118.078125,1793
162740.71875,1794
127175.6484375,1795
114548.2578125,1796
132362.03125,1797
107353.375,1798
115127.1484375,1799
106660.2890625,1800
116478.7578125,1801
137745.546875,1802
146586.640625,1803
137106.265625,1804
136843.453125,1805
130348.4921875,1806
136735.546875,1807
107665.59375,1808
109044.015625,1809
131153.515625,1810
70894.2890625,1811
88154.65625,1812
119289.640625,1813
83514.453125,1814
54196.03125,1815
108632.9140625,1816
97369.2421875,1817
140816.078125,1818
124189.921875,1819
37580.93359375,1820
101882.3828125,1821
144634.984375,1822
20969.283203125,1823
116704.0859375,1824
121826.6953125,1825
94773.0234375,1826
91773.3828125,1827
132630.0,1828
132521.390625,1829
141856.171875,1830
158807.65625,1831
81937.125,1832
138576.28125,1833
118159.2421875,1834
136724.265625,1835
123812.28125,1836
99357.390625,1837
116742.1796875,1838
87433.875,1839
141333.859375,1840
122725.8125,1841
79052.5859375,1842
125803.7109375,1843
116672.328125,1844
127719.125,1845
133981.203125,1846
128803.671875,1847
17020.7421875,1848
101527.1484375,1849
111826.78125,1850
139674.625,1851
115156.5234375,1852
118370.265625,1853
165790.71875,1854
137618.6875,1855
230624.328125,1856
126908.515625,1857
128927.8359375,1858
102076.3125,1859
140915.53125,1860
101556.1328125,1861
268816.3125,1862
266963.59375,1863
266981.0,1864
311127.03125,1865
305268.84375,1866
230214.65625,1867
301240.53125,1868
212295.265625,1869
233404.671875,1870
231559.609375,1871
163943.046875,1872
233836.671875,1873
143620.328125,1874
203635.9375,1875
200637.40625,1876
214562.65625,1877
204910.09375,1878
110268.171875,1879
137599.8125,1880
250477.46875,1881
243053.1875,1882
180972.890625,1883
197299.390625,1884
248836.828125,1885
281107.8125,1886
219875.515625,1887
282678.4375,1888
161458.203125,1889
117727.9296875,1890
134632.53125,1891
90162.53125,1892
129570.4765625,1893
90443.015625,1894
137464.4375,1895
119740.828125,1896
109415.0390625,1897
108349.21875,1898
130610.671875,1899
137840.421875,1900
148168.5,1901
129892.65625,1902
174019.203125,1903
127830.0234375,1904
172922.71875,1905
157394.15625,1906
186644.5625,1907
125335.1484375,1908
144950.828125,1909
130382.5234375,1910
196435.828125,1911
292819.125,1912
155245.375,1913
77825.5625,1914
258750.765625,1915
47067.86328125,1916
255114.8125,1917
138051.734375,1918
177147.125,1919
167556.875,1920
354727.875,1921
284461.65625,1922
218282.8125,1923
230412.78125,1924
208628.375,1925
345751.8125,1926
127900.0703125,1927
155336.328125,1928
123587.4609375,1929
116875.53125,1930
140737.3125,1931
132182.40625,1932
159753.46875,1933
181645.625,1934
171029.90625,1935
181255.25,1936
177289.828125,1937
163049.234375,1938
233993.140625,1939
174087.984375,1940
172982.640625,1941
179712.703125,1942
191631.109375,1943
270985.15625,1944
326779.09375,1945
142868.75,1946
273262.34375,1947
155384.328125,1948
239535.96875,1949
189218.921875,1950
267757.75,1951
221037.375,1952
180540.453125,1953
196957.71875,1954
128267.328125,1955
301632.5625,1956
159228.953125,1957
305280.125,1958
119183.90625,1959
98968.9453125,1960
113740.2109375,1961
107450.9375,1962
119098.953125,1963
110077.4296875,1964
136598.8125,1965
140089.078125,1966
267609.625,1967
367901.78125,1968
344816.9375,1969
379554.90625,1970
